driverId,dob,nationality,dob_formatted,raceId,grid,results_position,positionText,positionOrder,results_points,results_laps,fastestLap,rank,race_ms,results_fastestlaptime,fastestLapSpeed,statusId,status,year,round,circuitId,races_name,date,dstnd_points,dstnd_position,wins,lapt_lap,lapt_position,lap_ms,pit_lap,pit_ms,quali_position,sprslt_grid,sprslt_position,sprslt_points,sprslt_quali_ms,sprslt_fastestLap,sprslt_fastestlaptime
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,1,6,83099,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,1,6,83099,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,2,6,75675,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,2,6,75675,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,2,6,75675,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,2,6,75675,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,4,4,74307,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,4,4,74307,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,4,4,74307,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,4,4,74307,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,5,3,74172,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,5,3,74172,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,5,3,74172,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,5,3,74172,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,6,3,87601,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,6,3,87601,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,6,3,87601,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,6,3,87601,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,7,3,119617,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,7,3,119617,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,7,3,119617,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,7,3,119617,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,8,3,131737,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,8,3,131737,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,8,3,131737,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,8,3,131737,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,9,3,147627,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,9,3,147627,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,9,3,147627,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,9,3,147627,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,10,3,75980,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,10,3,75980,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,10,3,75980,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,10,3,75980,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,11,3,74607,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,11,3,74607,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,11,3,74607,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,11,3,74607,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,12,3,94983,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,12,3,94983,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,12,3,94983,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,12,3,94983,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,13,3,99738,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,13,3,99738,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,13,3,99738,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,13,3,99738,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,14,3,84357,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,14,3,84357,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,14,3,84357,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,14,3,84357,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,15,3,74337,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,15,3,74337,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,15,3,74337,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,15,3,74337,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,16,3,74534,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,16,3,74534,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,16,3,74534,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,16,3,74534,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,17,3,74747,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,17,3,74747,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,17,3,74747,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,17,3,74747,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,18,3,75716,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,18,3,75716,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,18,3,75716,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,18,3,75716,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,20,2,74424,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,20,2,74424,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,20,2,74424,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,20,2,74424,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,21,2,74533,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,21,2,74533,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,21,2,74533,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,21,2,74533,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,22,2,74531,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,22,2,74531,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,22,2,74531,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,22,2,74531,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,23,2,74775,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,23,2,74775,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,23,2,74775,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,23,2,74775,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,24,2,75124,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,24,2,75124,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,35,2,73470,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,24,2,75124,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,24,2,75124,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,25,2,74976,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,25,2,74976,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,25,2,74976,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,25,2,74976,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,26,3,78676,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,26,3,78676,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,26,3,78676,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,26,3,78676,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,27,6,89802,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,27,6,89802,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,27,6,89802,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,27,6,89802,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,28,4,73364,8,18660,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,28,4,73364,43,22664,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,28,4,73364,7,17910,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,28,4,73364,26,22690,1,20,5,0,1770431,5,01:12.4
1,1/7/1985,British,1985,1071,10,1,1,1,25,71,46,2,5542851,01:12.0,215.503,1,Finished,2021,19,18,São Paulo Grand Prix,2021-11-14,318.5,2,6,29,3,73162,8,18660,1,20,5,0,1770431,5,01:12.4
