driverId,driver_name,dob,nationality,dob_formatted,raceId,grid,results_position,positionText,positionOrder,total_results_points,results_laps,fastestLap,rank,race_time,results_fastestlaptime,fastestLapSpeed,statusId,status,year,round,circuitId,races_name,date,dstnd_points,dstnd_position,wins,driver_country,race_country,avg_lap_time,winner_name,win_ratio
1,Lewis Hamilton,1-7-1985,British,1985,39,4,2,2,2,8,65,20,2,5503020,01:22.9,202.205,1,Finished,2007,4,4,Spanish Grand Prix,5-13-2007,30,1,0,Unitied Kingdom,Spain,84661.84615,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,40,2,2,2,2,8,78,28,2,6033424,01:15.4,159.528,1,Finished,2007,5,6,Monaco Grand Prix,5-27-2007,38,2,0,Unitied Kingdom,Monaco,77351.58974,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,41,1,1,1,1,10,70,37,2,6251292,01:16.5,205.239,1,Finished,2007,6,7,Canadian Grand Prix,6-10-2007,48,1,1,Unitied Kingdom,Canada,89304.17143,Lewis Hamilton,1
1,Lewis Hamilton,1-7-1985,British,1985,42,1,1,1,1,10,73,20,2,5469965,01:13.2,206.101,1,Finished,2007,7,19,United States Grand Prix,6-17-2007,58,1,2,Unitied Kingdom,United States,74931.0274,Lewis Hamilton,2
1,Lewis Hamilton,1-7-1985,British,1985,43,2,3,3,3,6,70,39,4,5486353,01:16.6,207.34,1,Finished,2007,8,8,French Grand Prix,7-1-2007,64,1,2,Unitied Kingdom,France,78376.47143,N-A,2
1,Lewis Hamilton,1-7-1985,British,1985,44,1,3,3,3,6,59,11,4,4942447,01:21.7,226.6,1,Finished,2007,9,9,British Grand Prix,7-8-2007,70,1,2,Unitied Kingdom,United Kingdom,83770.28814,N-A,2
1,Lewis Hamilton,1-7-1985,British,1985,46,1,1,1,1,10,70,13,2,5752991,01:20.2,196.724,1,Finished,2007,11,11,Hungarian Grand Prix,8-5-2007,80,1,3,Unitied Kingdom,Hungary,82185.58571,Lewis Hamilton,3
1,Lewis Hamilton,1-7-1985,British,1985,47,2,5,5,5,4,58,17,3,5247246,01:28.0,218.464,1,Finished,2007,12,5,Turkish Grand Prix,8-26-2007,84,1,3,Unitied Kingdom,Turkey,90469.75862,N-A,3
1,Lewis Hamilton,1-7-1985,British,1985,48,2,2,2,2,8,53,17,2,4723868,01:22.9,251.456,1,Finished,2007,13,14,Italian Grand Prix,9-9-2007,92,1,3,Unitied Kingdom,Italy,89129.58491,N-A,3
1,Lewis Hamilton,1-7-1985,British,1985,49,4,4,4,4,5,44,41,4,4862681,01:48.2,233.002,1,Finished,2007,14,13,Belgian Grand Prix,9-16-2007,97,1,3,Unitied Kingdom,Belgium,110515.4773,N-A,3
1,Lewis Hamilton,1-7-1985,British,1985,50,1,1,1,1,10,67,27,1,7234579,01:28.2,186.259,1,Finished,2007,15,16,Japanese Grand Prix,9-30-2007,107,1,4,Unitied Kingdom,Japan,107978.791,Lewis Hamilton,4
1,Lewis Hamilton,1-7-1985,British,1985,337,4,3,3,3,15,49,42,4,5983578,01:59.6,189.665,1,Finished,2010,1,3,Bahrain Grand Prix,3-14-2010,15,3,0,Unitied Kingdom,Bahrain,122113.8367,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,338,11,6,6,6,8,58,47,3,5646429,01:28.5,215.7,1,Finished,2010,2,1,Australian Grand Prix,3-28-2010,23,4,0,Unitied Kingdom,Australia,97352.22414,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,339,20,6,6,6,8,56,32,4,5651883,01:37.7,204.151,1,Finished,2010,3,2,Malaysian Grand Prix,4-4-2010,31,6,0,Unitied Kingdom,Malaysia,100926.4821,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,340,6,2,2,2,18,56,13,1,6403693,01:42.1,192.273,1,Finished,2010,4,17,Chinese Grand Prix,4-18-2010,49,4,0,Unitied Kingdom,China,114351.6607,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,342,5,5,5,5,10,78,68,10,6617718,01:16.2,157.755,1,Finished,2010,6,6,Monaco Grand Prix,5-16-2010,59,7,0,Unitied Kingdom,Monaco,84842.53846,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,343,2,1,1,1,25,58,54,12,5327620,01:30.1,213.342,1,Finished,2010,7,5,Turkish Grand Prix,5-30-2010,84,3,1,Unitied Kingdom,Turkey,91855.51724,Lewis Hamilton,0.333333333
1,Lewis Hamilton,1-7-1985,British,1985,344,1,1,1,1,25,70,62,2,5633456,01:17.8,201.778,1,Finished,2010,8,7,Canadian Grand Prix,6-13-2010,109,1,2,Unitied Kingdom,Canada,80477.94286,Lewis Hamilton,2
1,Lewis Hamilton,1-7-1985,British,1985,345,3,2,2,2,18,57,56,4,6034613,01:39.2,196.744,1,Finished,2010,9,12,European Grand Prix,6-27-2010,127,1,2,Unitied Kingdom,Europe,105870.4035,N-A,2
1,Lewis Hamilton,1-7-1985,British,1985,346,4,2,2,2,18,52,43,6,5079560,01:32.8,228.633,1,Finished,2010,10,9,British Grand Prix,7-11-2010,145,1,2,Unitied Kingdom,United Kingdom,97683.84615,N-A,2
1,Lewis Hamilton,1-7-1985,British,1985,347,6,4,4,4,12,67,65,5,5285760,01:16.5,215.238,1,Finished,2010,11,10,German Grand Prix,7-25-2010,157,1,2,Unitied Kingdom,Germany,78891.9403,N-A,2
1,Lewis Hamilton,1-7-1985,British,1985,349,2,1,1,1,25,44,32,1,5344268,01:49.1,231.178,1,Finished,2010,13,13,Belgian Grand Prix,8-29-2010,182,1,3,Unitied Kingdom,Belgium,121460.6364,Lewis Hamilton,3
1,Lewis Hamilton,1-7-1985,British,1985,352,8,5,5,5,10,53,35,9,5466918,01:35.2,219.633,1,Finished,2010,16,22,Japanese Grand Prix,10-10-2010,192,4,3,Unitied Kingdom,Japan,103149.3962,N-A,0.75
1,Lewis Hamilton,1-7-1985,British,1985,353,4,2,2,2,18,55,42,3,10115809,01:50.4,183.048,1,Finished,2010,17,35,Korean Grand Prix,10-24-2010,210,3,3,Unitied Kingdom,South Korea,183923.8,N-A,1
1,Lewis Hamilton,1-7-1985,British,1985,354,4,4,4,4,12,71,66,1,5606437,01:13.9,210.049,1,Finished,2010,18,18,Brazilian Grand Prix,11-7-2010,222,4,3,Unitied Kingdom,Brazil,78963.90141,N-A,0.75
1,Lewis Hamilton,1-7-1985,British,1985,355,2,2,2,2,18,55,47,1,5986999,01:41.3,197.428,1,Finished,2010,19,24,Abu Dhabi Grand Prix,11-14-2010,240,4,3,Unitied Kingdom,United Arab Emirates,108854.5273,N-A,0.75
1,Lewis Hamilton,1-7-1985,British,1985,841,2,2,2,2,18,58,41,8,5392556,01:30.3,211.382,1,Finished,2011,1,1,Australian Grand Prix,3-27-2011,18,2,0,Unitied Kingdom,Australia,92975.10345,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,842,2,8,8,8,4,56,54,5,5929789,01:41.5,196.575,1,Finished,2011,2,2,Malaysian Grand Prix,4-10-2011,22,3,0,Unitied Kingdom,Malaysia,105531.9464,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,843,3,1,1,1,25,56,48,2,5818226,01:40.4,195.424,1,Finished,2011,3,17,Chinese Grand Prix,4-17-2011,47,2,1,Unitied Kingdom,China,103896.8929,Lewis Hamilton,0.5
1,Lewis Hamilton,1-7-1985,British,1985,844,4,4,4,4,12,58,48,4,5457790,01:30.1,213.264,1,Finished,2011,4,5,Turkish Grand Prix,5-8-2011,59,2,1,Unitied Kingdom,Turkey,94099.82759,N-A,0.5
1,Lewis Hamilton,1-7-1985,British,1985,845,3,2,2,2,18,66,52,1,5943931,01:26.7,193.227,1,Finished,2011,5,4,Spanish Grand Prix,5-22-2011,77,2,1,Unitied Kingdom,Spain,90059.56061,N-A,0.5
1,Lewis Hamilton,1-7-1985,British,1985,846,9,6,6,6,8,78,54,5,7805583,01:17.8,154.456,1,Finished,2011,6,6,Monaco Grand Prix,5-29-2011,85,2,1,Unitied Kingdom,Monaco,100071.5769,N-A,0.5
1,Lewis Hamilton,1-7-1985,British,1985,848,3,4,4,4,12,57,47,6,6022359,01:42.9,189.499,1,Finished,2011,8,12,European Grand Prix,6-26-2011,97,4,1,Unitied Kingdom,Europe,105655.4211,N-A,0.25
1,Lewis Hamilton,1-7-1985,British,1985,849,10,4,4,4,12,52,39,5,5350182,01:36.2,220.499,1,Finished,2011,9,9,British Grand Prix,7-10-2011,109,4,1,Unitied Kingdom,United Kingdom,102888.1154,N-A,0.25
1,Lewis Hamilton,1-7-1985,British,1985,850,2,1,1,1,25,60,59,1,5850334,01:34.3,196.526,1,Finished,2011,10,20,German Grand Prix,7-24-2011,134,3,2,Unitied Kingdom,Germany,97505.56667,Lewis Hamilton,0.666666667
1,Lewis Hamilton,1-7-1985,British,1985,851,2,4,4,4,12,70,61,2,6450675,01:23.7,188.517,1,Finished,2011,11,11,Hungarian Grand Prix,7-31-2011,146,3,2,Unitied Kingdom,Hungary,92152.5,N-A,0.666666667
1,Lewis Hamilton,1-7-1985,British,1985,853,2,4,4,4,12,53,52,1,4863589,01:26.2,241.971,1,Finished,2011,13,14,Italian Grand Prix,9-11-2011,158,5,2,Unitied Kingdom,Italy,91765.83019,N-A,0.4
1,Lewis Hamilton,1-7-1985,British,1985,854,4,5,5,5,10,61,54,4,7214523,01:50.8,164.779,1,Finished,2011,14,15,Singapore Grand Prix,9-25-2011,168,5,2,Unitied Kingdom,Singapore,118270.8689,N-A,0.4
1,Lewis Hamilton,1-7-1985,British,1985,855,3,5,5,5,10,53,49,9,5477695,01:37.6,214.093,1,Finished,2011,15,22,Japanese Grand Prix,10-9-2011,178,5,2,Unitied Kingdom,Japan,103352.7358,N-A,0.4
1,Lewis Hamilton,1-7-1985,British,1985,856,1,2,2,2,18,55,54,3,5894013,01:40.5,201.216,1,Finished,2011,16,35,Korean Grand Prix,10-16-2011,196,5,2,Unitied Kingdom,South Korea,107163.8727,N-A,0.4
1,Lewis Hamilton,1-7-1985,British,1985,857,5,7,7,7,6,60,58,9,5519185,01:28.7,207.955,1,Finished,2011,17,68,Indian Grand Prix,10-30-2011,202,5,2,Unitied Kingdom,India,91986.41667,N-A,0.4
1,Lewis Hamilton,1-7-1985,British,1985,858,2,1,1,1,25,55,51,3,5831886,01:43.5,193.255,1,Finished,2011,18,24,Abu Dhabi Grand Prix,11-13-2011,227,5,3,Unitied Kingdom,United Arab Emirates,106034.2909,Lewis Hamilton,0.6
1,Lewis Hamilton,1-7-1985,British,1985,860,1,3,3,3,15,58,57,4,5653640,01:29.5,213.214,1,Finished,2012,1,1,Australian Grand Prix,3-18-2012,15,3,0,Unitied Kingdom,Australia,97476.55172,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,861,1,3,3,3,15,56,50,6,9906403,01:41.5,196.523,1,Finished,2012,2,2,Malaysian Grand Prix,3-25-2012,30,2,0,Unitied Kingdom,Malaysia,176900.0536,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,862,7,3,3,3,15,56,40,6,5812941,01:40.5,195.201,1,Finished,2012,3,17,Chinese Grand Prix,4-15-2012,45,1,0,Unitied Kingdom,China,103802.5179,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,863,2,8,8,8,4,57,38,7,5769974,01:37.7,199.351,1,Finished,2012,4,3,Bahrain Grand Prix,4-22-2012,49,2,0,Unitied Kingdom,Bahrain,101227.614,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,864,24,8,8,8,4,66,50,18,6027285,01:28.9,188.465,1,Finished,2012,5,4,Spanish Grand Prix,5-13-2012,53,3,0,Unitied Kingdom,Spain,91322.5,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,865,3,5,5,5,10,78,46,4,6370658,01:18.8,152.577,1,Finished,2012,6,6,Monaco Grand Prix,5-27-2012,63,4,0,Unitied Kingdom,Monaco,81675.10256,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,866,2,1,1,1,25,70,59,6,5549586,01:17.0,203.837,1,Finished,2012,7,7,Canadian Grand Prix,6-10-2012,88,1,1,Unitied Kingdom,Canada,79279.8,Lewis Hamilton,1
1,Lewis Hamilton,1-7-1985,British,1985,868,8,8,8,8,4,52,44,15,5147751,01:36.2,220.515,1,Finished,2012,9,9,British Grand Prix,7-8-2012,92,4,1,Unitied Kingdom,United Kingdom,98995.21154,N-A,0.25
1,Lewis Hamilton,1-7-1985,British,1985,870,1,1,1,1,25,69,65,4,6065503,01:25.7,184.082,1,Finished,2012,11,11,Hungarian Grand Prix,7-29-2012,117,4,2,Unitied Kingdom,Hungary,87905.84058,Lewis Hamilton,0.5
1,Lewis Hamilton,1-7-1985,British,1985,872,1,1,1,1,25,53,52,5,4781221,01:28.4,235.841,1,Finished,2012,13,14,Italian Grand Prix,9-9-2012,142,2,3,Unitied Kingdom,Italy,90211.71698,Lewis Hamilton,1.5
1,Lewis Hamilton,1-7-1985,British,1985,874,9,5,5,5,10,53,45,11,5382732,01:37.8,213.842,1,Finished,2012,15,22,Japanese Grand Prix,10-7-2012,152,4,3,Unitied Kingdom,Japan,101560.9811,N-A,0.75
1,Lewis Hamilton,1-7-1985,British,1985,875,3,10,10,10,1,55,49,9,5868343,01:42.7,196.785,1,Finished,2012,16,35,Korean Grand Prix,10-14-2012,153,4,3,Unitied Kingdom,South Korea,106697.1455,N-A,0.75
1,Lewis Hamilton,1-7-1985,British,1985,876,3,4,4,4,12,60,58,5,5484653,01:28.9,207.433,1,Finished,2012,17,68,Indian Grand Prix,10-28-2012,165,5,3,Unitied Kingdom,India,91410.88333,N-A,0.6
1,Lewis Hamilton,1-7-1985,British,1985,878,2,1,1,1,25,56,55,5,5755269,01:39.7,199.047,1,Finished,2012,19,69,United States Grand Prix,11-18-2012,190,4,4,Unitied Kingdom,United States,102772.6607,Lewis Hamilton,1
1,Lewis Hamilton,1-7-1985,British,1985,880,3,5,5,5,10,58,45,5,5448786,01:29.8,212.689,1,Finished,2013,1,1,Australian Grand Prix,3-17-2013,10,5,0,Unitied Kingdom,Australia,93944.58621,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,881,4,3,3,3,15,56,32,10,5948862,01:41.0,197.57,1,Finished,2013,2,2,Malaysian Grand Prix,3-24-2013,25,4,0,Unitied Kingdom,Malaysia,106229.6786,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,882,1,3,3,3,15,56,50,6,5799267,01:40.0,196.273,1,Finished,2013,3,17,Chinese Grand Prix,4-14-2013,40,4,0,Unitied Kingdom,China,103558.3393,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,883,9,5,5,5,10,57,48,11,5795728,01:38.2,198.395,1,Finished,2013,4,3,Bahrain Grand Prix,4-21-2013,50,3,0,Unitied Kingdom,Bahrain,101679.4386,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,885,2,4,4,4,12,78,76,3,8285950,01:18.1,153.891,1,Finished,2013,6,6,Monaco Grand Prix,5-26-2013,62,4,0,Unitied Kingdom,Monaco,106230.1282,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,886,2,3,3,3,15,70,69,3,5545085,01:16.4,205.615,1,Finished,2013,7,7,Canadian Grand Prix,6-9-2013,77,4,0,Unitied Kingdom,Canada,79215.5,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,887,1,4,4,4,12,52,51,4,5587212,01:34.2,225.231,1,Finished,2013,8,9,British Grand Prix,6-30-2013,89,4,0,Unitied Kingdom,United Kingdom,107446.3846,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,888,1,5,5,5,10,60,57,4,6101638,01:34.2,196.83,1,Finished,2013,9,20,German Grand Prix,7-7-2013,99,4,0,Unitied Kingdom,Germany,101693.9667,N-A,0
1,Lewis Hamilton,1-7-1985,British,1985,890,1,1,1,1,25,70,69,3,6149445,01:24.6,186.322,1,Finished,2013,10,11,Hungarian Grand Prix,7-28-2013,124,4,1,Unitied Kingdom,Hungary,87849.21429,Lewis Hamilton,0.25
1,Lewis Hamilton,1-7-1985,British,1985,891,1,3,3,3,15,44,39,7,5049930,01:51.6,225.943,1,Finished,2013,11,13,Belgian Grand Prix,8-25-2013,139,3,1,Unitied Kingdom,Belgium,114771.1364,N-A,0.333333333
1,Lewis Hamilton,1-7-1985,British,1985,892,12,9,9,9,2,53,51,1,4746879,01:25.8,242.924,1,Finished,2013,12,14,Italian Grand Prix,9-8-2013,141,3,1,Unitied Kingdom,Italy,89563.75472,N-A,0.333333333
1,Lewis Hamilton,1-7-1985,British,1985,893,5,5,5,5,10,61,59,4,7206291,01:49.9,165.89,1,Finished,2013,13,15,Singapore Grand Prix,9-22-2013,151,3,1,Unitied Kingdom,Singapore,118135.918,N-A,0.333333333
1,Lewis Hamilton,1-7-1985,British,1985,894,2,5,5,5,10,55,53,5,6218956,01:42.5,197.134,1,Finished,2013,14,35,Korean Grand Prix,10-6-2013,161,4,1,Unitied Kingdom,South Korea,113071.9273,N-A,0.25
1,Lewis Hamilton,1-7-1985,British,1985,896,3,6,6,6,8,60,53,15,5524662,01:29.1,207.182,1,Finished,2013,16,68,Indian Grand Prix,10-27-2013,169,4,1,Unitied Kingdom,India,92077.7,N-A,0.25
1,Lewis Hamilton,1-7-1985,British,1985,897,4,7,7,7,6,55,47,10,5965373,01:45.5,189.586,1,Finished,2013,17,24,Abu Dhabi Grand Prix,11-3-2013,175,4,1,Unitied Kingdom,United Arab Emirates,108461.3273,N-A,0.25
1,Lewis Hamilton,1-7-1985,British,1985,898,5,4,4,4,12,56,50,5,5984506,01:40.8,196.857,1,Finished,2013,18,69,United States Grand Prix,11-17-2013,187,3,1,Unitied Kingdom,United States,106866.1786,N-A,0.333333333
1,Lewis Hamilton,1-7-1985,British,1985,899,5,9,9,9,2,71,51,10,5629203,01:16.7,202.268,1,Finished,2013,19,18,Brazilian Grand Prix,11-24-2013,189,4,1,Unitied Kingdom,Brazil,79284.5493,N-A,0.25
1,Lewis Hamilton,1-7-1985,British,1985,901,1,1,1,1,25,56,53,1,6025974,01:43.1,193.611,1,Finished,2014,2,2,Malaysian Grand Prix,3-30-2014,25,2,1,Unitied Kingdom,Malaysia,107606.6786,Lewis Hamilton,0.5
1,Lewis Hamilton,1-7-1985,British,1985,902,2,1,1,1,25,57,49,2,5982743,01:37.1,200.634,1,Finished,2014,3,3,Bahrain Grand Prix,4-6-2014,50,2,2,Unitied Kingdom,Bahrain,104960.4035,Lewis Hamilton,1
1,Lewis Hamilton,1-7-1985,British,1985,903,1,1,1,1,25,54,42,2,5608338,01:41.2,193.916,1,Finished,2014,4,17,Chinese Grand Prix,4-20-2014,75,2,3,Unitied Kingdom,China,103800.1786,Lewis Hamilton,1.5
1,Lewis Hamilton,1-7-1985,British,1985,904,1,1,1,1,25,66,54,3,6065155,01:29.5,187.275,1,Finished,2014,5,4,Spanish Grand Prix,5-11-2014,100,1,4,Unitied Kingdom,Spain,91896.28788,Lewis Hamilton,4
1,Lewis Hamilton,1-7-1985,British,1985,905,2,2,2,2,18,78,34,3,6576871,01:19.4,151.51,1,Finished,2014,6,6,Monaco Grand Prix,5-25-2014,118,2,4,Unitied Kingdom,Monaco,84318.85897,N-A,2
1,Lewis Hamilton,1-7-1985,British,1985,907,9,2,2,2,18,71,41,2,5276908,01:12.2,215.65,1,Finished,2014,8,70,Austrian Grand Prix,6-22-2014,136,2,4,Unitied Kingdom,Austria,74322.64789,N-A,2
1,Lewis Hamilton,1-7-1985,British,1985,908,6,1,1,1,25,52,26,1,8812094,01:37.2,218.239,1,Finished,2014,9,9,British Grand Prix,7-6-2014,161,2,5,Unitied Kingdom,United Kingdom,169463.3462,Lewis Hamilton,2.5
1,Lewis Hamilton,1-7-1985,British,1985,909,20,3,3,3,15,67,53,1,5645444,01:19.9,206.066,1,Finished,2014,10,10,German Grand Prix,7-20-2014,176,2,5,Unitied Kingdom,Germany,84260.35821,N-A,2.5
1,Lewis Hamilton,1-7-1985,British,1985,910,22,3,3,3,15,70,36,4,6790915,01:27.4,180.494,1,Finished,2014,11,11,Hungarian Grand Prix,7-27-2014,191,2,5,Unitied Kingdom,Hungary,97013.07143,N-A,2.5
1,Lewis Hamilton,1-7-1985,British,1985,912,1,1,1,1,25,53,29,1,4750236,01:28.0,236.975,1,Finished,2014,13,14,Italian Grand Prix,9-7-2014,216,2,6,Unitied Kingdom,Italy,89627.09434,Lewis Hamilton,3
1,Lewis Hamilton,1-7-1985,British,1985,913,1,1,1,1,25,60,39,1,7204795,01:50.4,165.137,1,Finished,2014,14,15,Singapore Grand Prix,9-21-2014,241,1,7,Unitied Kingdom,Singapore,120079.9167,Lewis Hamilton,7
