driverId,raceId,grid,position,positionText,positionOrder,points,laps,fastestLap,rank,race_ms,fastestLapTime,fastestLapSpeed,statusId
211,511,15,9,9,9,0,57,\N,\N,\N,\N,\N,12
177,511,14,10,10,10,0,57,\N,\N,\N,\N,\N,12
222,511,23,11,11,11,0,56,\N,\N,\N,\N,\N,13
187,511,9,\N,N,12,0,50,\N,\N,\N,\N,\N,19
203,511,18,\N,R,13,0,49,\N,\N,\N,\N,\N,3
197,511,22,\N,N,14,0,40,\N,\N,\N,\N,\N,62
200,511,24,\N,R,15,0,36,\N,\N,\N,\N,\N,7
152,511,1,\N,R,16,0,31,\N,\N,\N,\N,\N,10
137,511,2,\N,R,17,0,25,\N,\N,\N,\N,\N,20
212,511,8,\N,R,18,0,20,\N,\N,\N,\N,\N,5
158,511,16,\N,R,19,0,20,\N,\N,\N,\N,\N,22
119,511,20,\N,R,20,0,16,\N,\N,\N,\N,\N,20
136,511,25,\N,R,21,0,16,\N,\N,\N,\N,\N,38
224,511,19,\N,R,22,0,15,\N,\N,\N,\N,\N,22
206,511,21,\N,R,23,0,3,\N,\N,\N,\N,\N,20
110,511,10,\N,R,24,0,2,\N,\N,\N,\N,\N,3
117,511,13,\N,W,25,0,0,\N,\N,\N,\N,\N,54
191,511,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
209,511,0,\N,F,27,0,0,\N,\N,\N,\N,\N,81
172,512,1,1,1,1,9,53,\N,\N,5763210,\N,\N,1
199,512,3,2,2,2,6,53,\N,\N,5778150,\N,\N,1
187,512,6,3,3,3,4,53,\N,\N,5852020,\N,\N,1
221,512,2,4,4,4,3,53,\N,\N,5864930,\N,\N,1
207,512,7,5,5,5,2,52,\N,\N,\N,\N,\N,11
224,512,11,6,6,6,1,52,\N,\N,\N,\N,\N,11
173,512,16,7,7,7,0,52,\N,\N,\N,\N,\N,11
200,512,14,8,8,8,0,51,\N,\N,\N,\N,\N,12
178,512,15,9,9,9,0,51,\N,\N,\N,\N,\N,12
223,512,17,10,10,10,0,51,\N,\N,\N,\N,\N,12
206,512,24,11,11,11,0,51,\N,\N,\N,\N,\N,12
203,512,10,\N,R,12,0,48,\N,\N,\N,\N,\N,5
212,512,19,\N,R,13,0,46,\N,\N,\N,\N,\N,22
136,512,21,\N,R,14,0,42,\N,\N,\N,\N,\N,7
231,512,18,\N,R,15,0,41,\N,\N,\N,\N,\N,10
197,512,4,\N,R,16,0,15,\N,\N,\N,\N,\N,5
219,512,12,\N,R,17,0,15,\N,\N,\N,\N,\N,5
182,512,23,\N,R,18,0,8,\N,\N,\N,\N,\N,69
163,512,25,\N,R,19,0,6,\N,\N,\N,\N,\N,5
222,512,5,\N,R,20,0,0,\N,\N,\N,\N,\N,4
202,512,8,\N,R,21,0,0,\N,\N,\N,\N,\N,4
175,512,9,\N,R,22,0,0,\N,\N,\N,\N,\N,4
137,512,20,\N,R,23,0,0,\N,\N,\N,\N,\N,4
232,512,22,\N,R,24,0,0,\N,\N,\N,\N,\N,4
119,512,13,\N,W,25,0,0,\N,\N,\N,\N,\N,3
233,512,0,\N,W,26,0,0,\N,\N,\N,\N,\N,54
172,513,1,1,1,1,9,40,\N,\N,6009640,\N,\N,1
221,513,2,2,2,2,6,40,\N,\N,6014920,\N,\N,1
199,513,3,3,3,3,4,40,\N,\N,6053780,\N,\N,1
202,513,8,4,4,4,3,40,\N,\N,6095520,\N,\N,1
203,513,5,5,5,5,2,39,\N,\N,\N,\N,\N,11
222,513,6,6,6,6,1,39,\N,\N,\N,\N,\N,11
200,513,19,7,7,7,0,39,\N,\N,\N,\N,\N,11
187,513,14,8,8,8,0,39,\N,\N,\N,\N,\N,11
119,513,16,9,9,9,0,39,\N,\N,\N,\N,\N,11
219,513,7,10,10,10,0,39,\N,\N,\N,\N,\N,11
224,513,9,11,11,11,0,39,\N,\N,\N,\N,\N,11
173,513,20,12,12,12,0,39,\N,\N,\N,\N,\N,11
206,513,23,13,13,13,0,39,\N,\N,\N,\N,\N,11
136,513,21,14,14,14,0,39,\N,\N,\N,\N,\N,11
223,513,17,15,15,15,0,38,\N,\N,\N,\N,\N,12
178,513,13,\N,R,16,0,33,\N,\N,\N,\N,\N,69
233,513,24,\N,R,17,0,31,\N,\N,\N,\N,\N,38
163,513,11,\N,R,18,0,28,\N,\N,\N,\N,\N,20
231,513,10,\N,R,19,0,7,\N,\N,\N,\N,\N,38
175,513,18,\N,R,20,0,7,\N,\N,\N,\N,\N,4
182,513,12,\N,R,21,0,5,\N,\N,\N,\N,\N,6
137,513,22,\N,R,22,0,5,\N,\N,\N,\N,\N,3
207,513,4,\N,R,23,0,2,\N,\N,\N,\N,\N,95
197,513,15,\N,R,24,0,0,\N,\N,\N,\N,\N,10
212,513,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
232,513,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
203,514,3,1,1,1,9,78,\N,\N,6109960,\N,\N,1
222,514,2,2,2,2,6,78,\N,\N,6113380,\N,\N,1
197,514,9,3,3,3,4,78,\N,\N,6132070,\N,\N,1
207,514,8,4,4,4,3,78,\N,\N,6137840,\N,\N,1
199,514,11,5,5,5,2,78,\N,\N,6176930,\N,\N,1
182,514,4,6,6,6,1,77,\N,\N,\N,\N,\N,11
137,514,12,7,7,7,0,77,\N,\N,\N,\N,\N,11
231,514,13,8,8,8,0,77,\N,\N,\N,\N,\N,11
223,514,22,9,9,9,0,76,\N,\N,\N,\N,\N,12
175,514,17,10,10,10,0,75,\N,\N,\N,\N,\N,13
119,514,16,11,11,11,0,75,\N,\N,\N,\N,\N,13
200,514,20,12,12,12,0,74,\N,\N,\N,\N,\N,14
224,514,18,13,13,13,0,74,\N,\N,\N,\N,\N,14
212,514,23,\N,R,14,0,71,\N,\N,\N,\N,\N,5
163,514,10,\N,R,15,0,67,\N,\N,\N,\N,\N,27
178,514,19,\N,R,16,0,63,\N,\N,\N,\N,\N,22
187,514,14,\N,R,17,0,61,\N,\N,\N,\N,\N,80
233,514,24,\N,R,18,0,57,\N,\N,\N,\N,\N,3
219,514,1,\N,R,19,0,47,\N,\N,\N,\N,\N,5
172,514,6,\N,R,20,0,45,\N,\N,\N,\N,\N,3
202,514,7,\N,R,21,0,25,\N,\N,\N,\N,\N,37
173,514,15,\N,R,22,0,16,\N,\N,\N,\N,\N,3
221,514,5,\N,R,23,0,4,\N,\N,\N,\N,\N,3
136,514,21,\N,R,24,0,2,\N,\N,\N,\N,\N,3
206,514,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
232,514,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
203,515,1,1,1,1,9,80,\N,\N,6625400,\N,\N,1
222,515,3,2,2,2,6,80,\N,\N,6654780,\N,\N,1
178,515,10,3,3,3,4,80,\N,\N,6685090,\N,\N,1
207,515,6,4,4,4,3,80,\N,\N,6689730,\N,\N,1
221,515,4,5,5,5,2,80,\N,\N,6708920,\N,\N,1
197,515,7,6,6,6,1,79,\N,\N,\N,\N,\N,11
173,515,20,7,7,7,0,78,\N,\N,\N,\N,\N,12
137,515,12,8,8,8,0,78,\N,\N,\N,\N,\N,12
200,515,13,9,9,9,0,78,\N,\N,\N,\N,\N,12
202,515,17,\N,D,10,0,72,\N,\N,\N,\N,\N,2
212,515,23,\N,R,11,0,71,\N,\N,\N,\N,\N,3
206,515,24,\N,R,12,0,69,\N,\N,\N,\N,\N,3
187,515,18,\N,R,13,0,62,\N,\N,\N,\N,\N,98
233,515,21,\N,D,14,0,49,\N,\N,\N,\N,\N,2
223,515,15,\N,R,15,0,48,\N,\N,\N,\N,\N,5
136,515,14,\N,R,16,0,47,\N,\N,\N,\N,\N,22
119,515,9,\N,R,17,0,40,\N,\N,\N,\N,\N,23
199,515,2,\N,R,18,0,21,\N,\N,\N,\N,\N,7
224,515,16,\N,R,19,0,19,\N,\N,\N,\N,\N,7
232,515,22,\N,R,20,0,13,\N,\N,\N,\N,\N,5
172,515,5,\N,R,21,0,8,\N,\N,\N,\N,\N,23
231,515,8,\N,R,22,0,0,\N,\N,\N,\N,\N,7
182,515,11,\N,R,23,0,0,\N,\N,\N,\N,\N,3
175,515,19,\N,R,24,0,0,\N,\N,\N,\N,\N,4
163,515,0,\N,W,25,0,0,\N,\N,\N,\N,\N,54
219,515,0,\N,W,26,0,0,\N,\N,\N,\N,\N,54
221,516,2,1,1,1,9,75,\N,\N,5951840,\N,\N,1
199,516,8,2,2,2,6,75,\N,\N,5972780,\N,\N,1
207,516,4,3,3,3,4,75,\N,\N,5979150,\N,\N,1
222,516,5,4,4,4,3,75,\N,\N,5980520,\N,\N,1
197,516,12,5,5,5,2,75,\N,\N,5982230,\N,\N,1
202,516,10,6,6,6,1,75,\N,\N,6000270,\N,\N,1
203,516,3,7,7,7,0,75,\N,\N,6004150,\N,\N,1
200,516,17,8,8,8,0,75,\N,\N,6026680,\N,\N,1
163,516,11,9,9,9,0,74,\N,\N,\N,\N,\N,11
119,516,16,10,10,10,0,74,\N,\N,\N,\N,\N,11
224,516,19,11,11,11,0,74,\N,\N,\N,\N,\N,11
136,516,24,12,12,12,0,73,\N,\N,\N,\N,\N,12
175,516,20,13,13,13,0,72,\N,\N,\N,\N,\N,13
233,516,21,14,14,14,0,69,\N,\N,\N,\N,\N,16
182,516,6,\N,R,15,0,63,\N,\N,\N,\N,\N,47
212,516,23,\N,R,16,0,58,\N,\N,\N,\N,\N,5
178,516,13,\N,R,17,0,54,\N,\N,\N,\N,\N,6
173,516,22,\N,R,18,0,52,\N,\N,\N,\N,\N,5
223,516,14,\N,R,19,0,32,\N,\N,\N,\N,\N,5
231,516,15,\N,R,20,0,26,\N,\N,\N,\N,\N,23
219,516,9,\N,R,21,0,21,\N,\N,\N,\N,\N,101
187,516,18,\N,R,22,0,21,\N,\N,\N,\N,\N,5
172,516,1,\N,R,23,0,15,\N,\N,\N,\N,\N,5
137,516,7,\N,R,24,0,15,\N,\N,\N,\N,\N,98
206,516,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
232,516,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
234,516,0,\N,F,27,0,0,\N,\N,\N,\N,\N,81
222,517,7,1,1,1,9,70,\N,\N,5999530,\N,\N,1
172,517,1,2,2,2,6,70,\N,\N,6014890,\N,\N,1
202,517,12,3,3,3,4,70,\N,\N,6034700,\N,\N,1
199,517,10,4,4,4,3,70,\N,\N,6046020,\N,\N,1
119,517,16,5,5,5,2,70,\N,\N,6063840,\N,\N,1
187,517,19,6,6,6,1,70,\N,\N,6065380,\N,\N,1
203,517,6,7,7,7,0,69,\N,\N,\N,\N,\N,11
233,517,20,8,8,8,0,69,\N,\N,\N,\N,\N,11
224,517,23,9,9,9,0,68,\N,\N,\N,\N,\N,12
136,517,21,10,10,10,0,68,\N,\N,\N,\N,\N,12
197,517,11,11,11,11,0,67,\N,\N,\N,\N,\N,13
221,517,2,\N,R,12,0,46,\N,\N,\N,\N,\N,3
231,517,9,\N,R,13,0,40,\N,\N,\N,\N,\N,3
178,517,4,\N,R,14,0,39,\N,\N,\N,\N,\N,10
207,517,5,\N,R,15,0,27,\N,\N,\N,\N,\N,23
137,517,3,\N,R,16,0,23,\N,\N,\N,\N,\N,5
182,517,13,\N,R,17,0,23,\N,\N,\N,\N,\N,5
163,517,18,\N,R,18,0,22,\N,\N,\N,\N,\N,101
152,517,14,\N,R,19,0,21,\N,\N,\N,\N,\N,3
173,517,24,\N,R,20,0,21,\N,\N,\N,\N,\N,3
200,517,22,\N,R,21,0,17,\N,\N,\N,\N,\N,20
212,517,15,\N,R,22,0,13,\N,\N,\N,\N,\N,7
219,517,17,\N,R,23,0,13,\N,\N,\N,\N,\N,101
223,517,8,\N,R,24,0,1,\N,\N,\N,\N,\N,3
175,517,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
232,517,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
206,517,0,\N,F,27,0,0,\N,\N,\N,\N,\N,81
234,517,0,\N,F,28,0,0,\N,\N,\N,\N,\N,81
222,518,1,1,1,1,9,76,\N,\N,6922480,\N,\N,1
223,518,16,2,2,2,6,76,\N,\N,6922920,\N,\N,1
199,518,11,3,3,3,4,76,\N,\N,6931050,\N,\N,1
187,518,14,4,4,4,3,76,\N,\N,6963790,\N,\N,1
221,518,3,5,5,5,2,75,\N,\N,\N,\N,\N,5
200,518,8,6,6,6,1,69,\N,\N,\N,\N,\N,17
137,518,18,\N,R,7,0,68,\N,\N,\N,\N,\N,7
219,518,20,\N,N,8,0,68,\N,\N,\N,\N,\N,18
172,518,5,\N,R,9,0,55,\N,\N,\N,\N,\N,6
203,518,2,\N,R,10,0,54,\N,\N,\N,\N,\N,7
178,518,9,\N,R,11,0,43,\N,\N,\N,\N,\N,38
197,518,6,\N,R,12,0,34,\N,\N,\N,\N,\N,22
233,518,12,\N,R,13,0,30,\N,\N,\N,\N,\N,36
182,518,4,\N,R,14,0,21,\N,\N,\N,\N,\N,3
202,518,7,\N,R,15,0,21,\N,\N,\N,\N,\N,3
207,518,13,\N,R,16,0,21,\N,\N,\N,\N,\N,22
224,518,17,\N,R,17,0,17,\N,\N,\N,\N,\N,5
163,518,19,\N,R,18,0,8,\N,\N,\N,\N,\N,3
231,518,10,\N,R,19,0,4,\N,\N,\N,\N,\N,7
119,518,15,\N,R,20,0,4,\N,\N,\N,\N,\N,22
173,518,0,\N,F,21,0,0,\N,\N,\N,\N,\N,81
175,518,0,\N,F,22,0,0,\N,\N,\N,\N,\N,81
136,518,0,\N,F,23,0,0,\N,\N,\N,\N,\N,81
206,518,0,\N,F,24,0,0,\N,\N,\N,\N,\N,81
234,518,0,\N,F,25,0,0,\N,\N,\N,\N,\N,97
219,519,1,1,1,1,9,80,\N,\N,5720420,\N,\N,1
203,519,3,2,2,2,6,80,\N,\N,5735010,\N,\N,1
163,519,2,3,3,3,4,80,\N,\N,5735250,\N,\N,1
178,519,7,4,4,4,3,80,\N,\N,5757030,\N,\N,1
197,519,10,5,5,5,2,80,\N,\N,5784930,\N,\N,1
223,519,9,6,6,6,1,80,\N,\N,5785930,\N,\N,1
222,519,5,7,7,7,0,79,\N,\N,\N,\N,\N,11
172,519,8,8,8,8,0,79,\N,\N,\N,\N,\N,11
177,519,16,9,9,9,0,79,\N,\N,\N,\N,\N,11
175,519,20,10,10,10,0,78,\N,\N,\N,\N,\N,12
187,519,15,11,11,11,0,78,\N,\N,\N,\N,\N,12
212,519,23,12,12,12,0,78,\N,\N,\N,\N,\N,12
199,519,13,13,13,13,0,77,\N,\N,\N,\N,\N,13
119,519,19,14,14,14,0,77,\N,\N,\N,\N,\N,13
200,519,22,15,15,15,0,75,\N,\N,\N,\N,\N,15
173,519,24,16,16,16,0,75,\N,\N,\N,\N,\N,15
152,519,17,17,17,17,0,75,\N,\N,\N,\N,\N,15
136,519,21,18,18,18,0,73,\N,\N,\N,\N,\N,17
202,519,11,\N,R,19,0,71,\N,\N,\N,\N,\N,22
224,519,18,\N,R,20,0,53,\N,\N,\N,\N,\N,5
137,519,4,\N,R,21,0,52,\N,\N,\N,\N,\N,3
207,519,12,\N,R,22,0,51,\N,\N,\N,\N,\N,23
235,519,14,\N,R,23,0,45,\N,\N,\N,\N,\N,5
182,519,6,\N,R,24,0,23,\N,\N,\N,\N,\N,20
233,519,0,\N,W,25,0,0,\N,\N,\N,\N,\N,54
236,519,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
232,519,0,\N,F,27,0,0,\N,\N,\N,\N,\N,81
223,520,4,1,1,1,9,68,\N,\N,5171170,\N,\N,1
163,520,5,2,2,2,6,68,\N,\N,5195450,\N,\N,1
197,520,16,3,3,3,4,67,\N,\N,\N,\N,\N,11
187,520,7,4,4,4,3,67,\N,\N,\N,\N,\N,11
222,520,11,5,5,5,2,67,\N,\N,\N,\N,\N,11
235,520,17,6,6,6,1,67,\N,\N,\N,\N,\N,11
175,520,18,7,7,7,0,66,\N,\N,\N,\N,\N,60
199,520,8,8,8,8,0,66,\N,\N,\N,\N,\N,12
212,520,26,9,9,9,0,66,\N,\N,\N,\N,\N,12
202,520,15,10,10,10,0,66,\N,\N,\N,\N,\N,12
136,520,21,11,11,11,0,65,\N,\N,\N,\N,\N,13
173,520,12,12,12,12,0,65,\N,\N,\N,\N,\N,13
236,520,23,13,13,13,0,65,\N,\N,\N,\N,\N,13
203,520,13,14,14,14,0,63,\N,\N,\N,\N,\N,69
119,520,19,\N,R,15,0,45,\N,\N,\N,\N,\N,6
172,520,10,\N,R,16,0,44,\N,\N,\N,\N,\N,5
177,520,14,\N,R,17,0,44,\N,\N,\N,\N,\N,69
178,520,1,\N,R,18,0,38,\N,\N,\N,\N,\N,103
200,520,20,\N,R,19,0,37,\N,\N,\N,\N,\N,6
224,520,22,\N,R,20,0,25,\N,\N,\N,\N,\N,5
219,520,2,\N,R,21,0,21,\N,\N,\N,\N,\N,101
182,520,6,\N,R,22,0,12,\N,\N,\N,\N,\N,23
207,520,9,\N,R,23,0,3,\N,\N,\N,\N,\N,36
137,520,3,\N,R,24,0,1,\N,\N,\N,\N,\N,20
233,520,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
232,520,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
178,521,2,1,1,1,9,45,\N,\N,5088830,\N,\N,1
223,521,6,2,2,2,6,45,\N,\N,5091740,\N,\N,1
172,521,3,3,3,3,4,45,\N,\N,5107220,\N,\N,1
222,521,5,4,4,4,3,45,\N,\N,5120030,\N,\N,1
187,521,12,5,5,5,2,45,\N,\N,5186630,\N,\N,1
200,521,18,6,6,6,1,44,\N,\N,\N,\N,\N,11
209,521,16,7,7,7,0,44,\N,\N,\N,\N,\N,11
203,521,9,8,8,8,0,44,\N,\N,\N,\N,\N,11
202,521,8,9,9,9,0,44,\N,\N,\N,\N,\N,11
136,521,20,10,10,10,0,44,\N,\N,\N,\N,\N,11
173,521,21,11,11,11,0,43,\N,\N,\N,\N,\N,12
137,521,4,12,12,12,0,42,\N,\N,\N,\N,\N,5
119,521,19,\N,R,13,0,34,\N,\N,\N,\N,\N,27
175,521,15,\N,R,14,0,30,\N,\N,\N,\N,\N,22
177,521,17,\N,R,15,0,29,\N,\N,\N,\N,\N,5
182,521,7,\N,R,16,0,27,\N,\N,\N,\N,\N,5
235,521,14,\N,R,17,0,24,\N,\N,\N,\N,\N,27
212,521,24,\N,R,18,0,22,\N,\N,\N,\N,\N,64
207,521,11,\N,R,19,0,16,\N,\N,\N,\N,\N,7
163,521,10,\N,R,20,0,9,\N,\N,\N,\N,\N,27
219,521,1,\N,R,21,0,7,\N,\N,\N,\N,\N,20
224,521,22,\N,R,22,0,4,\N,\N,\N,\N,\N,10
199,521,13,\N,R,23,0,1,\N,\N,\N,\N,\N,3
233,521,23,\N,R,24,0,0,\N,\N,\N,\N,\N,22
236,521,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
232,521,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
178,522,2,1,1,1,9,54,\N,\N,5258010,\N,\N,1
203,522,5,2,2,2,6,54,\N,\N,5294060,\N,\N,1
172,522,8,3,3,3,4,54,\N,\N,5304780,\N,\N,1
222,522,9,4,4,4,3,54,\N,\N,5305220,\N,\N,1
223,522,6,5,5,5,2,54,\N,\N,5306930,\N,\N,1
163,522,1,6,6,6,1,53,\N,\N,\N,\N,\N,11
202,522,10,7,7,7,0,53,\N,\N,\N,\N,\N,11
206,522,11,8,8,8,0,53,\N,\N,\N,\N,\N,11
187,522,16,9,9,9,0,53,\N,\N,\N,\N,\N,11
175,522,14,10,10,10,0,53,\N,\N,\N,\N,\N,11
182,522,4,\N,R,11,0,45,\N,\N,\N,\N,\N,5
236,522,24,\N,R,12,0,42,\N,\N,\N,\N,\N,22
119,522,13,\N,R,13,0,34,\N,\N,\N,\N,\N,22
173,522,22,\N,R,14,0,34,\N,\N,\N,\N,\N,5
137,522,7,\N,R,15,0,32,\N,\N,\N,\N,\N,5
233,522,18,\N,R,16,0,28,\N,\N,\N,\N,\N,5
235,522,21,\N,R,17,0,26,\N,\N,\N,\N,\N,5
199,522,17,\N,R,18,0,22,\N,\N,\N,\N,\N,64
219,522,3,\N,R,19,0,16,\N,\N,\N,\N,\N,6
177,522,19,\N,R,20,0,15,\N,\N,\N,\N,\N,10
224,522,12,\N,R,21,0,15,\N,\N,\N,\N,\N,23
136,522,23,\N,R,22,0,3,\N,\N,\N,\N,\N,3
200,522,20,\N,R,23,0,1,\N,\N,\N,\N,\N,5
207,522,15,\N,R,24,0,0,\N,\N,\N,\N,\N,8
212,522,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
232,522,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
178,523,2,1,1,1,9,75,\N,\N,6079775,\N,\N,1
222,523,5,2,2,2,6,75,\N,\N,6101558,\N,\N,1
172,523,7,3,3,3,4,75,\N,\N,6143028,\N,\N,1
137,523,11,4,4,4,3,74,\N,\N,\N,\N,\N,11
235,523,20,5,5,5,2,74,\N,\N,\N,\N,\N,11
200,523,18,6,6,6,1,73,\N,\N,\N,\N,\N,12
212,523,24,7,7,7,0,73,\N,\N,\N,\N,\N,12
202,523,10,\N,R,8,0,51,\N,\N,\N,\N,\N,22
203,523,6,\N,R,9,0,49,\N,\N,\N,\N,\N,27
173,523,22,\N,R,10,0,40,\N,\N,\N,\N,\N,7
177,523,8,\N,R,11,0,33,\N,\N,\N,\N,\N,5
219,523,4,\N,R,12,0,26,\N,\N,\N,\N,\N,8
187,523,12,\N,R,13,0,22,\N,\N,\N,\N,\N,5
197,523,16,\N,R,14,0,20,\N,\N,\N,\N,\N,20
233,523,15,\N,R,15,0,19,\N,\N,\N,\N,\N,7
136,523,23,\N,R,16,0,12,\N,\N,\N,\N,\N,6
207,523,17,\N,R,17,0,9,\N,\N,\N,\N,\N,22
119,523,19,\N,R,18,0,7,\N,\N,\N,\N,\N,23
175,523,14,\N,R,19,0,6,\N,\N,\N,\N,\N,5
182,523,9,\N,W,20,0,4,\N,\N,\N,\N,\N,54
224,523,21,\N,R,21,0,2,\N,\N,\N,\N,\N,10
199,523,13,\N,R,22,0,1,\N,\N,\N,\N,\N,22
163,523,1,\N,R,23,0,1,\N,\N,\N,\N,\N,22
223,523,3,\N,R,24,0,0,\N,\N,\N,\N,\N,3
236,523,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
232,523,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
222,524,3,1,1,1,9,50,\N,\N,4920220,\N,\N,1
203,524,5,2,2,2,6,50,\N,\N,4920680,\N,\N,1
223,524,6,3,3,3,4,50,\N,\N,4925000,\N,\N,1
182,524,9,4,4,4,3,50,\N,\N,4974620,\N,\N,1
207,524,10,5,5,5,2,50,\N,\N,4979920,\N,\N,1
197,524,16,6,6,6,1,50,\N,\N,4981770,\N,\N,1
199,524,13,7,7,7,0,50,\N,\N,5004360,\N,\N,1
224,524,20,8,8,8,0,49,\N,\N,\N,\N,\N,11
178,524,4,9,9,9,0,49,\N,\N,\N,\N,\N,11
202,524,12,10,10,10,0,49,\N,\N,\N,\N,\N,11
233,524,15,11,11,11,0,49,\N,\N,\N,\N,\N,11
230,524,22,12,12,12,0,49,\N,\N,\N,\N,\N,11
119,524,17,13,13,13,0,47,\N,\N,\N,\N,\N,13
219,524,1,14,14,14,0,45,\N,\N,\N,\N,\N,5
172,524,7,\N,R,15,0,41,\N,\N,\N,\N,\N,5
177,524,23,\N,R,16,0,41,\N,\N,\N,\N,\N,5
235,524,11,\N,R,17,0,40,\N,\N,\N,\N,\N,5
173,524,24,\N,R,18,0,33,\N,\N,\N,\N,\N,8
152,524,18,\N,R,19,0,28,\N,\N,\N,\N,\N,20
163,524,2,\N,R,20,0,13,\N,\N,\N,\N,\N,5
187,524,19,\N,R,21,0,13,\N,\N,\N,\N,\N,3
175,524,14,\N,R,22,0,3,\N,\N,\N,\N,\N,5
200,524,21,\N,R,23,0,3,\N,\N,\N,\N,\N,22
137,524,8,\N,R,24,0,1,\N,\N,\N,\N,\N,3
136,524,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
176,524,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
232,524,0,\N,F,27,0,0,\N,\N,\N,\N,\N,81
212,524,0,\N,F,28,0,0,\N,\N,\N,\N,\N,81
178,525,1,1,1,1,9,72,\N,\N,6726892,\N,\N,1
203,525,2,2,2,2,6,72,\N,\N,6727972,\N,\N,1
223,525,3,3,3,3,4,72,\N,\N,6800548,\N,\N,1
222,525,9,4,4,4,3,71,\N,\N,\N,\N,\N,11
202,525,6,5,5,5,2,71,\N,\N,\N,\N,\N,11
187,525,17,6,6,6,1,70,\N,\N,\N,\N,\N,12
217,525,17,7,7,7,0,68,\N,\N,\N,\N,\N,14
224,525,15,8,8,8,0,67,\N,\N,\N,\N,\N,15
136,525,21,9,9,9,0,67,\N,\N,\N,\N,\N,15
207,525,10,10,10,10,0,66,\N,\N,\N,\N,\N,60
137,525,4,\N,R,11,0,61,\N,\N,\N,\N,\N,6
230,525,18,\N,R,12,0,52,\N,\N,\N,\N,\N,69
235,525,16,\N,R,13,0,47,\N,\N,\N,\N,\N,6
197,525,13,\N,R,14,0,33,\N,\N,\N,\N,\N,5
206,525,24,\N,R,15,0,28,\N,\N,\N,\N,\N,5
212,525,22,\N,R,16,0,26,\N,\N,\N,\N,\N,83
219,525,7,\N,R,17,0,24,\N,\N,\N,\N,\N,23
173,525,23,\N,R,18,0,24,\N,\N,\N,\N,\N,80
199,525,11,\N,R,19,0,23,\N,\N,\N,\N,\N,22
119,525,14,\N,R,20,0,20,\N,\N,\N,\N,\N,20
175,525,20,\N,R,21,0,19,\N,\N,\N,\N,\N,5
163,525,8,\N,R,22,0,14,\N,\N,\N,\N,\N,3
233,525,12,\N,R,23,0,14,\N,\N,\N,\N,\N,3
172,525,5,\N,R,24,0,10,\N,\N,\N,\N,\N,5
200,525,0,\N,F,25,0,0,\N,\N,\N,\N,\N,81
176,525,0,\N,F,26,0,0,\N,\N,\N,\N,\N,81
177,525,0,\N,F,27,0,0,\N,\N,\N,\N,\N,81
237,525,0,\N,F,28,0,0,\N,\N,\N,\N,\N,81
232,525,0,\N,F,29,0,0,\N,\N,\N,\N,\N,81
182,525,0,\N,W,30,0,0,\N,\N,\N,\N,\N,54
203,526,3,1,1,1,9,59,\N,\N,6737734,\N,\N,1
163,526,7,2,2,2,6,59,\N,\N,6786521,\N,\N,1
202,526,10,3,3,3,4,59,\N,\N,6790933,\N,\N,1
173,526,20,4,4,4,3,59,\N,\N,6828246,\N,\N,1
233,526,14,5,5,5,2,59,\N,\N,6838993,\N,\N,1
187,526,13,6,6,6,1,58,\N,\N,\N,\N,\N,11
224,526,23,7,7,7,0,54,\N,\N,\N,\N,\N,15
137,526,2,\N,R,8,0,53,\N,\N,\N,\N,\N,7
206,526,15,\N,R,9,0,52,\N,\N,\N,\N,\N,20
222,526,16,\N,R,10,0,48,\N,\N,\N,\N,\N,27
119,526,19,\N,R,11,0,44,\N,\N,\N,\N,\N,22
178,526,1,\N,R,12,0,36,\N,\N,\N,\N,\N,36
176,526,21,\N,R,13,0,32,\N,\N,\N,\N,\N,5
223,526,5,\N,R,14,0,29,\N,\N,\N,\N,\N,3
217,526,9,\N,R,15,0,25,\N,\N,\N,\N,\N,20
219,526,8,\N,R,16,0,24,\N,\N,\N,\N,\N,5
177,526,12,\N,R,17,0,20,\N,\N,\N,\N,\N,3
175,526,22,\N,R,18,0,20,\N,\N,\N,\N,\N,5
197,526,11,\N,R,19,0,18,\N,\N,\N,\N,\N,3
207,526,17,\N,R,20,0,16,\N,\N,\N,\N,\N,6
