,driverId,raceId,grid,position,positionText,positionOrder,points,laps,fastestLap,rank,race_ms,fastestLapTime,fastestLapSpeed,statusId
14214,288,578,18,8,8,8,0.0,77,\N,\N,\N,\N,\N,11
14215,252,578,19,9,9,9,0.0,77,\N,\N,\N,\N,\N,11
14216,238,578,8,10,10,10,0.0,77,\N,\N,\N,\N,\N,11
14217,291,578,25,11,11,11,0.0,76,\N,\N,\N,\N,\N,12
14218,235,578,21,12,12,12,0.0,76,\N,\N,\N,\N,\N,12
14219,292,578,22,13,13,13,0.0,76,\N,\N,\N,\N,\N,12
14220,293,578,20,14,14,14,0.0,76,\N,\N,\N,\N,\N,12
14221,276,578,24,15,15,15,0.0,76,\N,\N,\N,\N,\N,12
14222,223,578,9,16,16,16,0.0,71,\N,\N,\N,\N,\N,37
14223,207,578,6,17,17,17,0.0,70,\N,\N,\N,\N,\N,7
14224,172,578,23,\N,N,18,0.0,69,\N,\N,\N,\N,\N,62
14225,224,578,11,\N,N,19,0.0,65,\N,\N,\N,\N,\N,62
14226,251,578,17,\N,R,20,0.0,55,\N,\N,\N,\N,\N,3
14227,231,578,12,\N,R,21,0.0,53,\N,\N,\N,\N,\N,69
14228,197,578,13,\N,R,22,0.0,37,\N,\N,\N,\N,\N,25
14229,275,578,26,\N,R,23,0.0,23,\N,\N,\N,\N,\N,69
14230,232,578,15,\N,R,24,0.0,22,\N,\N,\N,\N,\N,5
14231,187,578,10,\N,R,25,0.0,19,\N,\N,\N,\N,\N,8
14232,230,578,7,\N,R,26,0.0,16,\N,\N,\N,\N,\N,21
14233,290,578,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,81
14234,289,578,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,81
14235,200,579,11,1,1,1,4.5,29,\N,\N,2573700,\N,\N,1
14236,235,579,16,2,2,2,3.0,29,\N,\N,2574800,\N,\N,1
14237,199,579,15,3,3,3,2.0,28,\N,\N,\N,\N,\N,11
14238,197,579,10,4,4,4,1.5,28,\N,\N,\N,\N,\N,11
14239,230,579,5,5,5,5,1.0,28,\N,\N,\N,\N,\N,11
14240,275,579,24,6,6,6,0.5,27,\N,\N,\N,\N,\N,12
14241,294,579,18,7,7,7,0.0,27,\N,\N,\N,\N,\N,12
14242,187,579,6,8,8,8,0.0,26,\N,\N,\N,\N,\N,13
14243,223,579,2,\N,N,9,0.0,25,\N,\N,\N,\N,\N,62
14244,243,579,9,\N,R,10,0.0,25,\N,\N,\N,\N,\N,3
14245,250,579,14,\N,R,11,0.0,25,\N,\N,\N,\N,\N,3
14246,252,579,8,\N,R,12,0.0,23,\N,\N,\N,\N,\N,3
14247,238,579,12,\N,R,13,0.0,23,\N,\N,\N,\N,\N,22
14248,295,579,19,\N,R,14,0.0,20,\N,\N,\N,\N,\N,7
14249,296,579,22,\N,N,15,0.0,18,\N,\N,\N,\N,\N,62
14250,207,579,4,\N,R,16,0.0,16,\N,\N,\N,\N,\N,22
14251,276,579,23,\N,R,17,0.0,7,\N,\N,\N,\N,\N,69
14252,231,579,3,\N,R,18,0.0,6,\N,\N,\N,\N,\N,3
14253,222,579,13,\N,R,19,0.0,3,\N,\N,\N,\N,\N,5
14254,288,579,17,\N,R,20,0.0,3,\N,\N,\N,\N,\N,3
14255,178,579,20,\N,R,21,0.0,3,\N,\N,\N,\N,\N,3
14256,221,579,7,\N,R,22,0.0,1,\N,\N,\N,\N,\N,3
14257,290,579,21,\N,R,23,0.0,1,\N,\N,\N,\N,\N,54
14258,232,579,25,\N,R,24,0.0,1,\N,\N,\N,\N,\N,54
14259,182,579,1,\N,R,25,0.0,0,\N,\N,\N,\N,\N,3
14260,224,579,26,\N,W,26,0.0,0,\N,\N,\N,\N,\N,54
14261,182,580,1,1,1,1,9.0,75,\N,\N,7281310,\N,\N,1
14262,224,580,9,2,2,2,6.0,75,\N,\N,7284090,\N,\N,1
14263,250,580,8,3,3,3,4.0,75,\N,\N,7299120,\N,\N,1
14264,238,580,4,4,4,4,3.0,75,\N,\N,7319760,\N,\N,1
14265,221,580,12,5,5,5,2.0,75,\N,\N,7322170,\N,\N,1
14266,200,580,15,6,6,6,1.0,75,\N,\N,7323380,\N,\N,1
14267,222,580,7,7,7,7,0.0,74,\N,\N,\N,\N,\N,11
14268,235,580,14,8,8,8,0.0,74,\N,\N,\N,\N,\N,11
14269,199,580,10,9,9,9,0.0,73,\N,\N,\N,\N,\N,12
14270,288,580,16,\N,R,10,0.0,66,\N,\N,\N,\N,\N,3
14271,231,580,11,\N,R,11,0.0,63,\N,\N,\N,\N,\N,3
14272,178,580,18,\N,R,12,0.0,61,\N,\N,\N,\N,\N,36
14273,230,580,5,\N,R,13,0.0,48,\N,\N,\N,\N,\N,3
14274,252,580,2,\N,R,14,0.0,39,\N,\N,\N,\N,\N,3
14275,223,580,17,\N,R,15,0.0,36,\N,\N,\N,\N,\N,3
14276,187,580,6,\N,R,16,0.0,36,\N,\N,\N,\N,\N,20
14277,207,580,13,\N,R,17,0.0,9,\N,\N,\N,\N,\N,44
14278,197,580,3,\N,R,18,0.0,0,\N,\N,\N,\N,\N,3
14279,172,580,0,\N,F,19,0.0,0,\N,\N,\N,\N,\N,81
14280,232,580,0,\N,F,20,0.0,0,\N,\N,\N,\N,\N,81
14281,289,580,0,\N,F,21,0.0,0,\N,\N,\N,\N,\N,81
14282,276,580,0,\N,F,22,0.0,0,\N,\N,\N,\N,\N,81
14283,295,580,0,\N,F,23,0.0,0,\N,\N,\N,\N,\N,81
14284,297,580,0,\N,F,24,0.0,0,\N,\N,\N,\N,\N,81
14285,275,580,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,81
14286,290,580,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,81
14287,182,581,1,1,1,1,9.0,70,\N,\N,6233980,\N,\N,1
14288,222,581,9,2,2,2,6.0,70,\N,\N,6253200,\N,\N,1
14289,199,581,6,3,3,3,4.0,70,\N,\N,6275800,\N,\N,1
14290,221,581,12,4,4,4,3.0,70,\N,\N,6294060,\N,\N,1
14291,223,581,4,5,5,5,2.0,70,\N,\N,6297820,\N,\N,1
14292,252,581,5,6,6,6,1.0,70,\N,\N,6322430,\N,\N,1
14293,224,581,8,7,7,7,0.0,69,\N,\N,\N,\N,\N,11
14294,250,581,2,8,8,8,0.0,69,\N,\N,\N,\N,\N,11
14295,276,581,20,9,9,9,0.0,68,\N,\N,\N,\N,\N,12
14296,187,581,18,10,10,10,0.0,68,\N,\N,\N,\N,\N,12
14297,288,581,21,11,11,11,0.0,67,\N,\N,\N,\N,\N,13
14298,290,581,24,12,12,12,0.0,67,\N,\N,\N,\N,\N,13
14299,296,581,22,\N,R,13,0.0,57,\N,\N,\N,\N,\N,22
14300,230,581,3,\N,R,14,0.0,54,\N,\N,\N,\N,\N,23
14301,235,581,16,\N,R,15,0.0,52,\N,\N,\N,\N,\N,23
14302,238,581,14,\N,R,16,0.0,36,\N,\N,\N,\N,\N,23
14303,172,581,23,\N,R,17,0.0,18,\N,\N,\N,\N,\N,6
14304,275,581,17,\N,R,18,0.0,18,\N,\N,\N,\N,\N,5
14305,294,581,7,\N,R,19,0.0,17,\N,\N,\N,\N,\N,5
14306,231,581,11,\N,R,20,0.0,15,\N,\N,\N,\N,\N,7
14307,197,581,10,\N,R,21,0.0,13,\N,\N,\N,\N,\N,20
14308,232,581,19,\N,R,22,0.0,2,\N,\N,\N,\N,\N,8
14309,178,581,13,\N,R,23,0.0,1,\N,\N,\N,\N,\N,3
14310,200,581,15,\N,R,24,0.0,0,\N,\N,\N,\N,\N,3
14311,182,582,5,1,1,1,9.0,80,\N,\N,7158319,\N,\N,1
14312,199,582,4,2,2,2,6.0,80,\N,\N,7164607,\N,\N,1
14313,223,582,12,3,3,3,4.0,80,\N,\N,7187414,\N,\N,1
14314,207,582,15,4,4,4,3.0,80,\N,\N,7202699,\N,\N,1
14315,288,582,16,5,5,5,2.0,80,\N,\N,7249082,\N,\N,1
14316,294,582,17,6,6,6,1.0,79,\N,\N,\N,\N,\N,11
14317,222,582,8,7,7,7,0.0,79,\N,\N,\N,\N,\N,11
14318,224,582,11,8,8,8,0.0,79,\N,\N,\N,\N,\N,11
14319,238,582,9,9,9,9,0.0,79,\N,\N,\N,\N,\N,11
14320,297,582,21,10,10,10,0.0,78,\N,\N,\N,\N,\N,60
14321,178,582,19,11,11,11,0.0,78,\N,\N,\N,\N,\N,12
14322,221,582,2,12,12,12,0.0,78,\N,\N,\N,\N,\N,12
14323,276,582,23,13,13,13,0.0,78,\N,\N,\N,\N,\N,12
14324,282,582,22,14,14,14,0.0,78,\N,\N,\N,\N,\N,12
14325,235,582,18,15,15,15,0.0,77,\N,\N,\N,\N,\N,13
14326,187,582,10,16,16,16,0.0,77,\N,\N,\N,\N,\N,13
14327,290,582,25,17,17,17,0.0,74,\N,\N,\N,\N,\N,16
14328,252,582,7,\N,R,18,0.0,53,\N,\N,\N,\N,\N,20
14329,251,582,20,\N,R,19,0.0,49,\N,\N,\N,\N,\N,27
14330,267,582,26,\N,R,20,0.0,47,\N,\N,\N,\N,\N,7
14331,250,582,6,\N,R,21,0.0,41,\N,\N,\N,\N,\N,20
14332,197,582,3,\N,R,22,0.0,38,\N,\N,\N,\N,\N,5
14333,230,582,1,\N,R,23,0.0,36,\N,\N,\N,\N,\N,7
14334,200,582,14,\N,R,24,0.0,34,\N,\N,\N,\N,\N,25
14335,231,582,13,\N,R,25,0.0,21,\N,\N,\N,\N,\N,23
14336,275,582,24,\N,R,26,0.0,10,\N,\N,\N,\N,\N,69
14337,231,583,3,1,1,1,9.0,75,\N,\N,6417400,\N,\N,1
14338,182,583,1,2,2,2,6.0,75,\N,\N,6418460,\N,\N,1
14339,223,583,2,3,3,3,4.0,75,\N,\N,6472460,\N,\N,1
14340,199,583,5,4,4,4,3.0,74,\N,\N,\N,\N,\N,11
14341,250,583,9,5,5,5,2.0,74,\N,\N,\N,\N,\N,11
14342,252,583,12,6,6,6,1.0,74,\N,\N,\N,\N,\N,11
14343,294,583,7,7,7,7,0.0,74,\N,\N,\N,\N,\N,11
14344,288,583,18,8,8,8,0.0,74,\N,\N,\N,\N,\N,11
14345,221,583,13,9,9,9,0.0,73,\N,\N,\N,\N,\N,12
14346,298,583,22,10,10,10,0.0,71,\N,\N,\N,\N,\N,14
14347,290,583,24,11,11,11,0.0,71,\N,\N,\N,\N,\N,14
14348,251,583,19,12,12,12,0.0,70,\N,\N,\N,\N,\N,15
14349,178,583,17,13,13,13,0.0,70,\N,\N,\N,\N,\N,15
14350,275,583,23,14,14,14,0.0,70,\N,\N,\N,\N,\N,15
14351,238,583,16,15,15,15,0.0,69,\N,\N,\N,\N,\N,60
14352,222,583,4,16,16,16,0.0,67,\N,\N,\N,\N,\N,5
14353,172,583,15,\N,R,17,0.0,64,\N,\N,\N,\N,\N,5
14354,200,583,8,\N,R,18,0.0,61,\N,\N,\N,\N,\N,3
14355,197,583,10,\N,R,19,0.0,44,\N,\N,\N,\N,\N,27
14356,187,583,14,\N,R,20,0.0,43,\N,\N,\N,\N,\N,76
14357,224,583,6,\N,R,21,0.0,40,\N,\N,\N,\N,\N,5
14358,276,583,20,\N,R,22,0.0,23,\N,\N,\N,\N,\N,24
14359,235,583,21,\N,R,23,0.0,6,\N,\N,\N,\N,\N,5
14360,230,583,11,\N,R,24,0.0,0,\N,\N,\N,\N,\N,22
14361,299,583,0,\N,W,25,0.0,0,\N,\N,\N,\N,\N,54
14362,182,584,1,1,1,1,9.0,54,\N,\N,6018840,\N,\N,1
14363,231,584,3,2,2,2,6.0,54,\N,\N,6020430,\N,\N,1
14364,200,584,7,3,3,3,4.0,54,\N,\N,6021150,\N,\N,1
14365,224,584,10,4,4,4,3.0,54,\N,\N,6058610,\N,\N,1
14366,207,584,15,5,5,5,2.0,54,\N,\N,6080920,\N,\N,1
14367,221,584,13,6,6,6,1.0,54,\N,\N,6086240,\N,\N,1
14368,294,584,12,7,7,7,0.0,54,\N,\N,6088450,\N,\N,1
14369,197,584,4,8,8,8,0.0,54,\N,\N,6098620,\N,\N,1
14370,222,584,2,9,9,9,0.0,54,\N,\N,6110520,\N,\N,1
14371,238,584,17,10,10,10,0.0,54,\N,\N,6114860,\N,\N,1
14372,172,584,16,11,11,11,0.0,54,\N,\N,6115610,\N,\N,1
14373,219,584,21,12,12,12,0.0,54,\N,\N,6115970,\N,\N,1
14374,187,584,14,13,13,13,0.0,53,\N,\N,\N,\N,\N,11
14375,199,584,11,14,14,14,0.0,53,\N,\N,\N,\N,\N,11
14376,298,584,22,15,15,15,0.0,53,\N,\N,\N,\N,\N,11
14377,178,584,20,16,16,16,0.0,53,\N,\N,\N,\N,\N,11
14378,276,584,25,17,17,17,0.0,52,\N,\N,\N,\N,\N,12
14379,275,584,26,18,18,18,0.0,50,\N,\N,\N,\N,\N,14
14380,250,584,5,\N,R,19,0.0,26,\N,\N,\N,\N,\N,7
14381,235,584,19,\N,R,20,0.0,17,\N,\N,\N,\N,\N,23
14382,290,584,23,\N,R,21,0.0,14,\N,\N,\N,\N,\N,5
14383,230,584,8,\N,R,22,0.0,6,\N,\N,\N,\N,\N,83
14384,223,584,9,\N,R,23,0.0,6,\N,\N,\N,\N,\N,5
14385,288,584,18,\N,R,24,0.0,6,\N,\N,\N,\N,\N,7
14386,252,584,6,\N,R,25,0.0,2,\N,\N,\N,\N,\N,7
14387,296,584,24,\N,W,26,0.0,0,\N,\N,\N,\N,\N,54
14388,224,585,7,1,1,1,9.0,56,\N,\N,4925000,\N,\N,1
14389,250,585,2,2,2,2,6.0,55,\N,\N,\N,\N,\N,3
14390,222,585,6,3,3,3,4.0,55,\N,\N,\N,\N,\N,3
14391,231,585,9,4,4,4,3.0,55,\N,\N,\N,\N,\N,3
14392,288,585,15,5,5,5,2.0,55,\N,\N,\N,\N,\N,3
14393,230,585,5,6,6,6,1.0,55,\N,\N,\N,\N,\N,11
14394,200,585,10,7,7,7,0.0,55,\N,\N,\N,\N,\N,3
14395,182,585,3,8,8,8,0.0,54,\N,\N,\N,\N,\N,12
14396,221,585,17,9,9,9,0.0,54,\N,\N,\N,\N,\N,3
14397,178,585,28,10,10,10,0.0,54,\N,\N,\N,\N,\N,12
14398,187,585,18,11,11,11,0.0,54,\N,\N,\N,\N,\N,3
14399,207,585,12,12,12,12,0.0,54,\N,\N,\N,\N,\N,12
14400,223,585,4,13,13,13,0.0,54,\N,\N,\N,\N,\N,12
14401,197,585,11,14,14,14,0.0,53,\N,\N,\N,\N,\N,3
14402,294,585,13,15,15,15,0.0,53,\N,\N,\N,\N,\N,3
14403,205,585,21,16,16,16,0.0,53,\N,\N,\N,\N,\N,3
14404,300,585,26,17,17,17,0.0,51,\N,\N,\N,\N,\N,3
14405,301,585,23,18,18,18,0.0,50,\N,\N,\N,\N,\N,3
14406,290,585,24,19,19,19,0.0,50,\N,\N,\N,\N,\N,3
14407,233,585,14,\N,R,20,0.0,45,\N,\N,\N,\N,\N,3
14408,302,585,25,\N,R,21,0.0,28,\N,\N,\N,\N,\N,3
14409,252,585,1,\N,R,22,0.0,20,\N,\N,\N,\N,\N,3
14410,275,585,22,\N,R,23,0.0,18,\N,\N,\N,\N,\N,5
14411,238,585,16,\N,R,24,0.0,7,\N,\N,\N,\N,\N,5
14412,172,585,19,\N,R,25,0.0,5,\N,\N,\N,\N,\N,6
14413,199,585,8,\N,R,26,0.0,4,\N,\N,\N,\N,\N,5
14414,295,585,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,81
14415,299,585,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,81
14416,199,586,10,1,1,1,9.0,14,\N,\N,6074100,\N,\N,1
14417,172,586,15,2,2,2,6.0,14,\N,\N,6171800,\N,\N,1
14418,182,586,1,3,3,3,4.0,14,\N,\N,6217400,\N,\N,1
14419,252,586,16,4,4,4,3.0,14,\N,\N,6285500,\N,\N,1
14420,178,586,21,5,5,5,2.0,14,\N,\N,6304400,\N,\N,1
14421,298,586,24,6,6,6,1.0,14,\N,\N,6379600,\N,\N,1
14422,275,586,25,7,7,7,0.0,14,\N,\N,6524500,\N,\N,1
14423,229,586,23,8,8,8,0.0,14,\N,\N,6535000,\N,\N,1
14424,221,586,4,9,9,9,0.0,13,\N,\N,\N,\N,\N,11
14425,207,586,13,10,10,10,0.0,12,\N,\N,\N,\N,\N,60
14426,231,586,9,\N,R,11,0.0,10,\N,\N,\N,\N,\N,36
14427,223,586,5,\N,R,12,0.0,9,\N,\N,\N,\N,\N,5
14428,294,586,17,\N,R,13,0.0,9,\N,\N,\N,\N,\N,3
14429,222,586,3,\N,R,14,0.0,7,\N,\N,\N,\N,\N,3
14430,197,586,12,\N,R,15,0.0,7,\N,\N,\N,\N,\N,27
14431,250,586,2,\N,R,16,0.0,5,\N,\N,\N,\N,\N,22
14432,290,586,22,\N,R,17,0.0,4,\N,\N,\N,\N,\N,5
14433,233,586,7,\N,R,18,0.0,3,\N,\N,\N,\N,\N,5
14434,224,586,8,\N,R,19,0.0,3,\N,\N,\N,\N,\N,22
14435,230,586,11,\N,R,20,0.0,3,\N,\N,\N,\N,\N,22
14436,187,586,14,\N,R,21,0.0,2,\N,\N,\N,\N,\N,22
14437,238,586,18,\N,R,22,0.0,1,\N,\N,\N,\N,\N,8
14438,288,586,19,\N,R,23,0.0,1,\N,\N,\N,\N,\N,27
14439,200,586,6,\N,R,24,0.0,0,\N,\N,\N,\N,\N,3
14440,270,586,20,\N,R,25,0.0,0,\N,\N,\N,\N,\N,3
14441,245,586,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,81
14442,230,587,8,1,1,1,4.5,29,\N,\N,3476690,\N,\N,1
14443,231,587,2,2,2,2,3.0,29,\N,\N,3503720,\N,\N,1
14444,252,587,15,3,3,3,2.0,29,\N,\N,3511540,\N,\N,1
14445,200,587,9,4,4,4,1.5,29,\N,\N,3549350,\N,\N,1
14446,238,587,13,5,5,5,1.0,29,\N,\N,3560020,\N,\N,1
14447,182,587,1,6,6,6,0.5,29,\N,\N,3566970,\N,\N,1
14448,223,587,5,7,7,7,0.0,29,\N,\N,3575760,\N,\N,1
14449,222,587,10,8,8,8,0.0,28,\N,\N,\N,\N,\N,11
14450,224,587,3,9,9,9,0.0,28,\N,\N,\N,\N,\N,11
14451,187,587,18,10,10,10,0.0,28,\N,\N,\N,\N,\N,11
14452,221,587,7,11,11,11,0.0,28,\N,\N,\N,\N,\N,11
14453,278,587,23,12,12,12,0.0,28,\N,\N,\N,\N,\N,11
14454,239,587,17,13,13,13,0.0,28,\N,\N,\N,\N,\N,11
14455,199,587,11,14,14,14,0.0,28,\N,\N,\N,\N,\N,11
14456,294,587,16,15,15,15,0.0,28,\N,\N,\N,\N,\N,11
14457,243,587,25,16,16,16,0.0,27,\N,\N,\N,\N,\N,12
14458,275,587,21,17,17,17,0.0,26,\N,\N,\N,\N,\N,13
14459,295,587,27,\N,N,18,0.0,25,\N,\N,\N,\N,\N,62
14460,229,587,26,\N,R,19,0.0,23,\N,\N,\N,\N,\N,10
14461,172,587,12,\N,R,20,0.0,21,\N,\N,\N,\N,\N,64
14462,250,587,6,\N,R,21,0.0,17,\N,\N,\N,\N,\N,5
14463,303,587,28,\N,R,22,0.0,14,\N,\N,\N,\N,\N,5
14464,233,587,4,\N,R,23,0.0,10,\N,\N,\N,\N,\N,3
14465,197,587,14,\N,R,24,0.0,10,\N,\N,\N,\N,\N,98
14466,276,587,24,\N,R,25,0.0,2,\N,\N,\N,\N,\N,5
14467,207,587,19,\N,R,26,0.0,1,\N,\N,\N,\N,\N,3
14468,288,587,20,\N,W,27,0.0,0,\N,\N,\N,\N,\N,3
14469,205,587,22,\N,W,28,0.0,0,\N,\N,\N,\N,\N,3
14470,245,587,0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,81
14471,290,587,0,\N,F,30,0.0,0,\N,\N,\N,\N,\N,81
14472,223,588,2,1,1,1,9.0,52,\N,\N,4962600,\N,\N,1
14473,224,588,3,2,2,2,6.0,52,\N,\N,4979200,\N,\N,1
14474,182,588,1,3,3,3,4.0,52,\N,\N,4985800,\N,\N,1
14475,199,588,7,4,4,4,3.0,52,\N,\N,5017700,\N,\N,1
14476,231,588,8,5,5,5,2.0,52,\N,\N,5019700,\N,\N,1
14477,252,588,14,6,6,6,1.0,52,\N,\N,5038500,\N,\N,1
14478,221,588,12,7,7,7,0.0,51,\N,\N,\N,\N,\N,11
14479,222,588,4,8,8,8,0.0,51,\N,\N,\N,\N,\N,11
14480,229,588,17,9,9,9,0.0,51,\N,\N,\N,\N,\N,11
14481,239,588,21,10,10,10,0.0,50,\N,\N,\N,\N,\N,12
14482,232,588,26,11,11,11,0.0,48,\N,\N,\N,\N,\N,14
14483,278,588,19,12,12,12,0.0,48,\N,\N,\N,\N,\N,14
14484,302,588,25,13,13,13,0.0,46,\N,\N,\N,\N,\N,16
14485,254,588,22,14,14,14,0.0,46,\N,\N,\N,\N,\N,16
14486,197,588,13,\N,R,15,0.0,32,\N,\N,\N,\N,\N,48
14487,275,588,24,\N,R,16,0.0,21,\N,\N,\N,\N,\N,3
14488,233,588,16,\N,R,17,0.0,15,\N,\N,\N,\N,\N,3
14489,172,588,18,\N,R,18,0.0,7,\N,\N,\N,\N,\N,6
14490,250,588,10,\N,R,19,0.0,6,\N,\N,\N,\N,\N,37
14491,243,588,23,\N,R,20,0.0,3,\N,\N,\N,\N,\N,3
14492,200,588,5,\N,R,21,0.0,2,\N,\N,\N,\N,\N,3
14493,238,588,11,\N,R,22,0.0,1,\N,\N,\N,\N,\N,5
14494,294,588,6,\N,R,23,0.0,1,\N,\N,\N,\N,\N,3
14495,207,588,15,\N,R,24,0.0,1,\N,\N,\N,\N,\N,3
14496,230,588,9,\N,R,25,0.0,1,\N,\N,\N,\N,\N,8
14497,276,588,20,\N,R,26,0.0,0,\N,\N,\N,\N,\N,10
14498,295,588,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,81
14499,245,588,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,81
14500,182,589,1,1,1,1,9.0,59,\N,\N,6178175,\N,\N,1
14501,224,589,2,2,2,2,6.0,59,\N,\N,6183118,\N,\N,1
14502,200,589,9,3,3,3,4.0,59,\N,\N,6225812,\N,\N,1
14503,231,589,15,4,4,4,3.0,59,\N,\N,6227650,\N,\N,1
14504,238,589,14,5,5,5,2.0,59,\N,\N,6228161,\N,\N,1
14505,222,589,10,6,6,6,1.0,59,\N,\N,6228496,\N,\N,1
14506,230,589,6,7,7,7,0.0,59,\N,\N,6282206,\N,\N,1
14507,233,589,13,8,8,8,0.0,58,\N,\N,\N,\N,\N,11
14508,187,589,12,9,9,9,0.0,57,\N,\N,\N,\N,\N,12
14509,290,589,23,10,10,10,0.0,55,\N,\N,\N,\N,\N,14
14510,252,589,7,\N,N,11,0.0,52,\N,\N,\N,\N,\N,62
14511,205,589,19,\N,N,12,0.0,49,\N,\N,\N,\N,\N,62
14512,239,589,18,\N,R,13,0.0,46,\N,\N,\N,\N,\N,3
14513,295,589,22,\N,R,14,0.0,41,\N,\N,\N,\N,\N,6
14514,223,589,11,\N,W,15,0.0,0,\N,\N,\N,\N,\N,54
14515,197,589,4,\N,R,16,0.0,19,\N,\N,\N,\N,\N,67
14516,199,589,3,\N,R,17,0.0,9,\N,\N,\N,\N,\N,5
14517,207,589,5,\N,R,18,0.0,9,\N,\N,\N,\N,\N,22
14518,294,589,17,\N,R,19,0.0,5,\N,\N,\N,\N,\N,3
14519,277,589,20,\N,R,20,0.0,5,\N,\N,\N,\N,\N,5
14520,221,589,8,\N,R,21,0.0,2,\N,\N,\N,\N,\N,3
14521,250,589,16,\N,R,22,0.0,2,\N,\N,\N,\N,\N,3
14522,172,589,21,\N,W,23,0.0,0,\N,\N,\N,\N,\N,68
14523,275,589,24,\N,W,24,0.0,0,\N,\N,\N,\N,\N,80
14524,304,590,10,1,1,1,9.0,53,\N,\N,6062010,\N,\N,1
14525,182,590,8,2,2,2,6.0,53,\N,\N,6071280,\N,\N,1
14526,223,590,2,3,3,3,4.0,53,\N,\N,6082420,\N,\N,1
14527,305,590,9,4,4,4,3.0,53,\N,\N,6093800,\N,\N,1
14528,306,590,14,5,5,5,2.0,53,\N,\N,6113850,\N,\N,1
14529,221,590,15,6,6,6,1.0,53,\N,\N,6174490,\N,\N,1
14530,199,590,6,7,7,7,0.0,52,\N,\N,\N,\N,\N,60
14531,307,590,19,8,8,8,0.0,52,\N,\N,\N,\N,\N,60
14532,280,590,21,9,9,9,0.0,52,\N,\N,\N,\N,\N,11
14533,224,590,3,10,10,10,0.0,52,\N,\N,\N,\N,\N,11
14534,265,590,25,11,11,11,0.0,51,\N,\N,\N,\N,\N,12
14535,187,590,20,12,12,12,0.0,49,\N,\N,\N,\N,\N,14
14536,238,590,1,13,13,13,0.0,48,\N,\N,\N,\N,\N,15
14537,289,590,17,\N,R,14,0.0,45,\N,\N,\N,\N,\N,5
14538,235,590,7,\N,R,15,0.0,36,\N,\N,\N,\N,\N,8
14539,308,590,22,\N,R,16,0.0,36,\N,\N,\N,\N,\N,6
14540,233,590,23,\N,R,17,0.0,31,\N,\N,\N,\N,\N,8
14541,296,590,24,\N,R,18,0.0,31,\N,\N,\N,\N,\N,47
14542,222,590,12,\N,R,19,0.0,25,\N,\N,\N,\N,\N,5
14543,250,590,11,\N,R,20,0.0,21,\N,\N,\N,\N,\N,22
14544,232,590,13,\N,R,21,0.0,19,\N,\N,\N,\N,\N,25
14545,231,590,5,\N,R,22,0.0,11,\N,\N,\N,\N,\N,25
14546,200,590,18,\N,R,23,0.0,10,\N,\N,\N,\N,\N,5
14547,309,590,4,\N,R,24,0.0,1,\N,\N,\N,\N,\N,3
14548,197,590,16,\N,R,25,0.0,0,\N,\N,\N,\N,\N,3
14549,224,591,1,1,1,1,9.0,32,\N,\N,5077060,\N,\N,1
14550,223,591,8,2,2,2,6.0,32,\N,\N,5090630,\N,\N,1
14551,235,591,5,3,3,3,4.0,31,\N,\N,\N,\N,\N,11
14552,250,591,12,4,4,4,3.0,31,\N,\N,\N,\N,\N,11
14553,305,591,7,5,5,5,2.0,31,\N,\N,\N,\N,\N,11
14554,238,591,4,6,6,6,1.0,31,\N,\N,\N,\N,\N,11
14555,199,591,2,7,7,7,0.0,31,\N,\N,\N,\N,\N,11
14556,221,591,16,8,8,8,0.0,31,\N,\N,\N,\N,\N,11
14557,231,591,18,9,9,9,0.0,31,\N,\N,\N,\N,\N,11
14558,306,591,17,10,10,10,0.0,31,\N,\N,\N,\N,\N,11
14559,289,591,21,11,11,11,0.0,31,\N,\N,\N,\N,\N,11
14560,304,591,11,12,12,12,0.0,31,\N,\N,\N,\N,\N,11
14561,222,591,14,13,13,13,0.0,31,\N,\N,\N,\N,\N,11
14562,280,591,22,14,14,14,0.0,30,\N,\N,\N,\N,\N,12
14563,308,591,24,15,15,15,0.0,30,\N,\N,\N,\N,\N,12
14564,296,591,23,16,16,16,0.0,30,\N,\N,\N,\N,\N,12
14565,200,591,10,17,17,17,0.0,30,\N,\N,\N,\N,\N,12
14566,187,591,15,\N,R,18,0.0,27,\N,\N,\N,\N,\N,8
14567,233,591,13,\N,R,19,0.0,24,\N,\N,\N,\N,\N,7
14568,197,591,19,\N,R,20,0.0,21,\N,\N,\N,\N,\N,23
14569,232,591,9,\N,R,21,0.0,20,\N,\N,\N,\N,\N,37
14570,309,591,6,\N,R,22,0.0,10,\N,\N,\N,\N,\N,25
14571,307,591,20,\N,R,23,0.0,8,\N,\N,\N,\N,\N,80
14572,182,591,25,\N,R,24,0.0,2,\N,\N,\N,\N,\N,5
14573,265,591,3,\N,R,25,0.0,2,\N,\N,\N,\N,\N,83
